Loan_ID,Borrower_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Revenue,EBITDA,Debt_to_Equity,Current_Ratio,Credit_Score,Collateral_Value,Origination_Date,Default,LTV_Ratio,Debt_Service_Coverage,Months_Since_Origination,Delinquency_Days,annual_turnover,monthly_sales,sales_growth_3m,days_past_due,gst_delay_days,cash_flow_3m_trend,cash_flow_6m_trend,industry_risk_score,Loan_Purpose_Expansion,Loan_Purpose_Inventory,Loan_Purpose_Other,Loan_Purpose_Real Estate,Loan_Purpose_Working Capital,Industry_Construction,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Services,Industry_Technology,Industry_Transportation
LOAN_004041,BORR_004041,513403,9.29,60,5345574,264238,2.39,1.45,600,6949,2021-08-26,0,2.0,5.0,5,10,5233017,375522,0.0303,0,41,0.1019,-0.083,7.7,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_004042,BORR_004042,14417,12.16,48,237111,760842,2.69,2.29,559,77352,2021-11-29,1,0.19,5.0,38,91,236344,20694,-0.3164,93,72,-0.094,-0.2156,3.4,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_004043,BORR_004043,255115,7.61,84,11921841,296534,3.61,2.8,555,80882,2020-01-14,0,2.0,5.0,11,14,12064175,833883,0.1557,2,11,0.046,-0.1113,7.9,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_004044,BORR_004044,659114,9.43,48,963165,132697,1.32,2.67,573,55969,2024-11-20,1,2.0,5.0,50,131,954611,69676,0.0743,338,116,0.2638,-0.1206,4.9,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004045,BORR_004045,87321,14.08,48,234566,104972,2.46,3.05,745,8559,2023-08-16,0,2.0,5.0,40,5,232865,18146,0.1007,26,54,-0.0398,-0.1124,6.3,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_004046,BORR_004046,465585,14.51,24,1919905,108478,3.72,3.38,708,166032,2023-03-19,0,2.0,4.33,58,12,1887321,130720,0.2795,6,3,0.0941,-0.0421,7.7,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_004047,BORR_004047,11094739,14.2,60,1497512,84169,0.66,3.11,483,1632532,2022-11-17,0,2.0,0.5,53,4,1507130,110105,-0.1037,26,34,0.3478,-0.0019,4.4,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_004048,BORR_004048,139174,6.89,24,999941,65454,1.18,3.33,512,357059,2024-05-13,0,0.39,5.0,19,26,1034996,100438,-0.1186,8,64,-0.0025,-0.1124,4.6,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_004049,BORR_004049,293596,6.56,48,564763,713582,1.71,0.85,725,283765,2023-04-13,0,1.03,5.0,50,0,547906,36879,-0.0155,21,75,0.0572,-0.1391,4.2,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_004050,BORR_004050,53793,7.27,36,5820476,636282,2.87,2.5,815,7881,2020-03-08,0,2.0,5.0,6,4,6073336,537172,0.1432,11,28,-0.0786,0.0479,6.1,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_004051,BORR_004051,213603,8.85,60,2297345,419264,3.45,1.52,731,28196,2020-12-20,0,2.0,5.0,31,13,2340784,186046,0.1032,29,71,0.0318,-0.1217,5.7,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_004052,BORR_004052,324618,7.46,84,671443,217084,1.2,2.98,580,15737,2025-03-10,0,2.0,5.0,17,22,693148,61751,-0.1144,13,71,0.0652,-0.1166,3.7,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_004053,BORR_004053,218002,8.12,84,1939379,207788,1.36,3.01,587,49171,2021-08-04,0,2.0,5.0,40,0,1950276,168288,0.1335,0,75,0.0334,-0.1359,9.3,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_004054,BORR_004054,35258,10.83,24,471658,21282,3.38,0.93,674,187535,2025-04-20,0,0.19,5.0,37,13,484841,35934,-0.1602,24,35,-0.1124,-0.0067,3.7,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004055,BORR_004055,221802,12.39,36,3891268,402515,1.02,2.41,713,166865,2024-07-05,0,1.33,5.0,11,6,3703008,351441,-0.1057,12,33,0.0348,0.1466,2.5,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_004056,BORR_004056,1459046,12.09,60,14888528,165464,1.41,3.1,690,71914,2024-02-14,0,2.0,4.24,49,1,15362549,1276085,0.0027,20,35,0.1855,0.231,5.6,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_004057,BORR_004057,319002,12.96,48,4540354,34336,3.06,2.39,500,13533,2022-05-22,1,2.0,3.4,41,92,4331560,407532,-0.141,59,69,-0.1389,-0.0611,7.2,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_004058,BORR_004058,688989,4.35,48,544340,635977,1.08,1.95,667,198654,2020-12-17,1,2.0,5.0,16,127,565564,45358,-0.2214,54,97,0.0251,-0.5402,2.7,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_004059,BORR_004059,114060,4.53,60,379007,131902,3.4,1.01,683,126862,2020-01-31,1,0.9,5.0,7,57,397652,39562,0.1612,57,33,-0.0972,-0.4125,2.8,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_004060,BORR_004060,501245,12.68,48,1354068,431319,2.22,2.77,702,687,2022-11-03,0,2.0,5.0,33,1,1326183,122472,0.2848,4,58,0.1,0.1675,4.0,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_004061,BORR_004061,247434,9.86,120,174328,288069,2.07,1.0,636,99999,2020-04-18,0,2.0,5.0,45,18,169278,16735,-0.0171,27,2,0.0435,-0.1033,4.2,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_004062,BORR_004062,39090,10.36,48,3605400,50116,0.97,2.41,815,10449,2024-01-24,1,2.0,5.0,39,140,3701074,310190,-0.0558,55,104,-0.3499,-0.1027,4.6,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_004063,BORR_004063,262440,4.58,48,2673437,429462,2.88,3.28,676,39219,2025-01-14,1,2.0,5.0,35,169,2607410,214997,0.0504,149,75,-0.1937,-0.2649,5.0,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_004064,BORR_004064,36770,6.81,48,1000372,68310,3.59,1.93,556,14030,2024-06-26,0,2.0,5.0,18,27,1036941,95241,0.0064,27,72,-0.109,-0.0029,8.7,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004065,BORR_004065,62986,11.02,60,849108,18705,2.92,2.88,642,74949,2022-08-20,0,0.84,5.0,46,14,815385,78284,0.2441,12,20,-0.0659,0.092,3.8,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004066,BORR_004066,216207,13.45,48,1053169,427602,1.61,2.96,629,94911,2021-06-16,1,2.0,5.0,54,81,1013775,100165,-0.1598,334,49,0.0585,0.0793,3.7,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_004067,BORR_004067,254197,14.09,48,7835329,211193,2.95,0.83,515,100962,2020-09-25,0,2.0,5.0,42,12,8210760,636211,-0.3329,27,17,0.0457,-0.1366,4.8,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_004068,BORR_004068,27341,9.5,120,739160,188345,2.28,3.27,537,76330,2023-05-11,0,0.36,5.0,3,0,752009,70155,0.1966,2,5,-0.1327,-0.1434,5.0,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_004069,BORR_004069,790941,10.0,48,286316,435033,3.49,1.31,761,81371,2022-10-16,0,2.0,5.0,32,5,296247,21829,0.1569,7,88,0.1365,-0.1325,7.3,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004070,BORR_004070,383850,13.16,36,470649,36651,2.11,1.56,615,29057,2023-06-04,1,2.0,2.46,29,90,462381,39234,0.0561,157,43,-0.1779,-0.4412,4.1,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_004071,BORR_004071,56551,9.91,60,3942303,47222,1.33,3.15,808,74520,2021-03-09,0,0.76,5.0,31,19,4011878,291509,-0.2666,21,64,-0.0746,-0.0265,7.2,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004072,BORR_004072,16213,9.69,60,379675,38327,0.85,2.65,629,171445,2023-02-24,0,0.09,5.0,57,27,383253,29988,-0.0794,11,54,-0.1745,-0.1375,6.7,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_004073,BORR_004073,130959,13.96,12,5067216,88099,1.48,1.8,729,61155,2022-12-27,0,2.0,5.0,35,18,5119484,500234,-0.0683,17,39,-0.0074,0.0454,2.4,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_004074,BORR_004074,83373,12.69,48,944267,251146,2.47,1.04,739,61991,2020-01-12,0,1.34,5.0,13,18,961502,68782,-0.1062,17,81,-0.0435,0.3444,6.3,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_004075,BORR_004075,192858,14.0,60,139767,2303349,1.1,1.84,697,15193,2022-12-07,0,2.0,5.0,41,29,140820,12356,0.2813,16,51,0.0236,-0.0707,7.6,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_004076,BORR_004076,94402,6.4,48,2953250,118730,0.64,3.41,614,133861,2024-06-27,0,0.71,5.0,4,14,2932300,253443,0.0182,6,43,-0.0336,-0.06,4.3,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_004077,BORR_004077,8012,9.77,60,868370,201288,2.07,1.08,763,272305,2022-12-23,0,0.03,5.0,42,0,848911,60010,0.0145,21,61,-0.2309,0.0889,5.1,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_004078,BORR_004078,90896,13.27,48,1878280,25464,1.72,3.08,581,205694,2020-05-22,0,0.44,5.0,10,16,1928727,149539,0.1028,12,83,-0.0366,-0.0788,8.3,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_004079,BORR_004079,102906,5.22,120,569284,79718,1.97,1.68,679,42947,2022-02-22,0,2.0,5.0,48,4,553701,47304,0.1054,12,88,-0.0267,0.1053,6.1,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_004080,BORR_004080,421043,12.74,36,5267777,11227,2.09,2.57,777,277407,2022-05-29,0,1.52,0.69,20,18,5369104,391439,-0.4802,5,73,0.086,-0.1028,4.3,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_004081,BORR_004081,57108,6.01,12,2052959,3149221,3.18,2.51,721,67007,2023-01-31,0,0.85,5.0,30,7,1998213,186541,-0.077,20,28,-0.0738,0.2798,3.6,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_004082,BORR_004082,2018796,12.89,36,16186146,13914,3.86,1.68,628,6689,2025-03-16,0,2.0,0.5,26,18,16389007,1623689,-0.1919,18,18,0.2114,0.0567,5.9,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_004083,BORR_004083,9251,10.73,48,2821135,83046,1.42,0.95,607,221405,2020-11-23,0,0.04,5.0,29,1,2890839,213417,0.08,23,27,-0.2194,-0.088,2.1,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_004084,BORR_004084,1163276,6.13,36,909520,135021,3.8,1.2,746,14485,2020-06-26,0,2.0,3.53,58,22,883936,64436,-0.0233,18,18,0.1673,-0.0833,5.7,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_004085,BORR_004085,116252,9.21,24,426171,1621775,1.3,2.33,783,22765,2025-01-06,0,2.0,5.0,45,28,407417,33339,0.0223,20,30,-0.0169,-0.0721,8.5,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_004086,BORR_004086,590885,11.5,60,219544,217723,3.14,3.36,585,58013,2020-01-04,0,2.0,5.0,34,26,211442,19366,-0.2918,23,53,0.1132,0.2109,5.8,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_004087,BORR_004087,183450,10.97,36,1030432,26211,2.88,3.3,678,106060,2025-04-23,0,1.73,3.87,25,29,1041354,79198,-0.0265,29,61,0.0196,-0.1853,4.5,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_004088,BORR_004088,899265,8.7,48,1079685,109929,0.68,1.11,713,177203,2022-02-14,0,2.0,4.35,53,2,1117414,75234,0.1873,27,13,0.1467,-0.0952,6.5,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_004089,BORR_004089,91031,13.89,60,8114646,176179,3.04,3.16,652,5418,2020-03-29,1,2.0,5.0,33,160,7745427,656094,0.0072,256,43,-0.4996,-0.0069,4.3,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_004090,BORR_004090,31321,9.71,60,734215,70322,3.65,1.43,664,114590,2020-08-29,0,0.27,5.0,9,4,751406,74053,0.1278,2,58,-0.1218,0.0026,4.4,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_004091,BORR_004091,1370596,9.56,36,4063834,62007,3.76,3.26,723,6956,2023-09-09,0,2.0,1.27,16,11,3999348,318784,-0.1803,13,69,0.1805,-0.0357,6.2,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_004092,BORR_004092,137280,4.68,48,1058012,56414,2.9,2.85,600,72811,2025-01-12,0,1.89,5.0,9,24,1055740,85167,0.2089,20,57,-0.0036,-0.2187,3.5,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_004093,BORR_004093,226916,14.14,36,11642970,58567,3.25,3.4,686,56213,2022-11-22,0,2.0,5.0,15,12,12142289,1201642,0.1286,26,8,0.0366,-0.055,5.7,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_004094,BORR_004094,1037295,5.95,84,183655,48504,0.75,1.99,630,3018,2021-04-18,0,2.0,2.77,9,25,180569,16218,0.0024,5,56,0.1582,-0.0099,7.6,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_004095,BORR_004095,34615,9.81,84,6091825,50761,1.06,2.78,660,1283660,2022-10-25,0,0.03,5.0,50,7,6070708,550243,-0.2838,16,40,-0.1138,-0.0892,3.7,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_004096,BORR_004096,397613,12.84,36,660791,104010,1.42,2.79,765,3619,2022-09-14,0,2.0,5.0,22,27,628655,53701,0.163,15,26,0.0815,0.108,5.6,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_004097,BORR_004097,67181,6.37,12,3505617,422318,2.36,2.14,741,73972,2024-01-15,0,0.91,5.0,52,8,3358941,333051,-0.0688,1,57,-0.0608,0.1429,6.2,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_004098,BORR_004098,133485,9.8,24,7929668,30447,1.85,3.43,613,39455,2020-12-18,0,2.0,4.58,15,7,7738239,693569,0.0719,22,80,-0.0059,-0.0068,6.0,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_004099,BORR_004099,181392,6.65,36,789019,55435,2.8,1.46,663,41819,2025-05-14,0,2.0,5.0,27,10,751765,72546,0.0303,8,67,0.0187,0.0396,5.7,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_004100,BORR_004100,17148,12.36,48,322703,171074,2.06,3.46,763,4815,2022-12-20,0,2.0,5.0,1,6,326942,29418,0.2508,12,57,-0.17,-0.3192,5.0,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_004101,BORR_004101,50601,10.21,60,287296,313882,3.21,2.99,596,125973,2020-05-31,0,0.4,5.0,40,13,285181,26000,0.0012,13,23,-0.0835,-0.0582,7.5,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_004102,BORR_004102,1235034,13.42,36,431600,1090808,3.0,2.46,619,1630809,2022-01-06,0,0.76,5.0,7,12,433677,33109,0.0177,25,79,0.1721,0.1557,7.6,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_004103,BORR_004103,614944,13.84,60,65190,397546,3.12,1.0,756,52096,2022-10-01,0,2.0,5.0,10,14,63069,4842,0.2568,19,61,0.1163,-0.0585,3.8,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_004104,BORR_004104,148158,11.14,84,915195,194260,3.4,1.5,649,87236,2023-06-15,0,1.7,5.0,40,18,896518,83166,-0.0787,20,80,0.0025,-0.1056,7.3,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_004105,BORR_004105,234376,11.98,60,2622765,152852,3.42,3.07,549,53814,2021-06-22,0,2.0,5.0,24,0,2665732,204080,0.1421,11,66,0.0392,0.3467,4.7,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_004106,BORR_004106,104677,10.04,24,1615546,135013,3.23,2.77,700,217382,2021-10-30,0,0.48,5.0,35,24,1690717,144430,-0.0098,19,2,-0.0253,0.2779,7.7,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_004107,BORR_004107,1245285,8.23,48,764014,34888,0.73,3.4,668,232123,2021-08-01,0,2.0,1.01,39,8,729665,54709,-0.1304,10,50,0.1728,0.0751,7.2,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_004108,BORR_004108,120507,11.13,48,414887,264656,2.68,1.87,726,9022,2021-08-28,0,2.0,5.0,26,20,431083,40478,0.0202,18,66,-0.014,0.1758,3.9,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_004109,BORR_004109,230443,13.99,84,606137,89890,0.57,3.22,692,14835,2021-07-02,0,2.0,5.0,9,20,610797,42969,0.1238,9,79,0.0378,-0.3289,5.5,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_004110,BORR_004110,908041,8.58,36,1690361,192990,3.1,3.13,708,19194,2025-06-17,0,2.0,5.0,50,18,1701165,160445,0.2231,17,56,0.1475,-0.1131,6.8,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_004111,BORR_004111,50713,7.46,36,3237481,47031,0.71,3.41,608,69974,2024-10-21,0,0.72,5.0,35,15,3237571,280884,0.2412,29,19,-0.0833,-0.0655,5.3,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_004112,BORR_004112,1686530,8.27,48,199903,140408,3.94,1.54,726,232939,2020-09-03,0,2.0,3.0,36,15,191295,13944,-0.0242,2,44,0.1971,-0.0304,3.5,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_004113,BORR_004113,16388,8.79,48,1452579,47431,2.65,2.14,823,1915,2022-08-06,0,2.0,5.0,6,15,1393005,118035,-0.1281,15,5,-0.1737,-0.0685,3.8,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_004114,BORR_004114,1875645,4.81,60,1652954,316695,1.14,1.02,583,111627,2020-04-29,0,2.0,5.0,41,24,1669634,127031,-0.0278,17,32,0.2056,-0.3775,5.3,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_004115,BORR_004115,93058,9.48,12,387637,113251,2.14,2.4,597,527080,2023-02-27,0,0.18,5.0,9,4,381471,29544,-0.1572,13,42,-0.0347,0.0629,2.9,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_004116,BORR_004116,113091,9.44,48,2318255,198940,3.39,2.78,727,37023,2023-09-28,0,2.0,5.0,57,3,2414988,189297,-0.0126,23,49,-0.0191,0.0865,4.1,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_004117,BORR_004117,9556,10.47,24,3686348,89465,1.13,1.44,658,53530,2020-02-06,1,0.18,5.0,22,96,3651914,251168,-0.1179,108,78,-0.1057,-0.3952,5.3,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_004118,BORR_004118,82273,7.99,36,606770,386722,2.38,1.26,587,236953,2020-03-13,0,0.35,5.0,47,20,585125,58238,0.1291,4,29,-0.0446,-0.1132,5.8,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_004119,BORR_004119,34210,10.74,60,425102,251305,0.51,2.53,575,174631,2021-05-18,0,0.2,5.0,22,22,434229,29405,-0.3109,16,17,-0.1148,-0.1255,4.5,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_004120,BORR_004120,65416,13.66,24,15976391,53281,3.26,1.86,850,36813,2020-12-16,0,1.78,5.0,10,23,15646244,1388602,-0.09,20,29,-0.0629,-0.397,7.9,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_004121,BORR_004121,132459,14.51,36,3142646,48031,1.18,1.95,530,105950,2021-12-16,0,1.25,5.0,8,5,3150650,249030,-0.0888,13,89,-0.0065,-0.039,5.4,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_004122,BORR_004122,684666,10.42,60,1492159,489601,1.86,2.07,568,721,2021-12-12,0,2.0,5.0,53,3,1521678,134212,0.1981,2,14,0.1249,0.1402,4.1,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_004123,BORR_004123,222215,4.47,60,535466,8020,2.36,2.18,697,102867,2021-04-04,0,2.0,1.77,33,9,556898,43739,-0.1471,24,75,0.0349,-0.0868,5.9,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_004124,BORR_004124,258206,14.66,12,475773,947490,1.01,1.33,574,61440,2023-05-01,0,2.0,5.0,33,11,489674,43642,0.054,14,61,0.0469,0.3265,6.9,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_004125,BORR_004125,31467,11.76,48,2392213,61453,3.74,2.36,663,572995,2023-04-14,0,0.05,5.0,26,9,2434402,221468,0.0008,11,20,-0.1215,-0.0335,4.7,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_004126,BORR_004126,43428,7.7,24,448188,366166,2.14,0.99,547,598410,2023-08-21,0,0.07,5.0,58,29,456238,40917,0.1765,16,11,-0.0957,0.027,6.7,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004127,BORR_004127,2417120,5.62,36,425520,257111,1.31,1.11,635,47314,2024-09-06,0,2.0,3.28,25,0,444494,31321,0.1094,25,48,0.2258,-0.1995,4.1,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_004128,BORR_004128,54024,5.58,48,1022814,98430,3.07,2.72,628,394137,2022-08-28,0,0.14,5.0,31,18,1001930,88734,0.0382,16,0,-0.0782,0.0481,4.8,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_004129,BORR_004129,1951897,5.85,24,2586792,234030,3.63,2.77,593,20929,2022-06-18,0,2.0,2.58,53,16,2457740,186787,-0.0632,23,74,0.2087,-0.2919,5.6,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_004130,BORR_004130,113029,4.5,120,9986838,170860,3.69,1.52,668,60711,2024-10-07,0,1.86,5.0,18,4,9759092,659975,-0.2579,18,54,-0.0192,0.1091,4.9,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_004131,BORR_004131,163314,13.92,24,1604772,427121,2.01,1.3,602,360633,2022-01-04,0,0.45,5.0,58,21,1559499,125530,0.0571,26,24,0.0103,0.1137,8.2,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_004132,BORR_004132,810614,9.95,60,448699,57895,1.76,0.95,701,81429,2024-03-18,0,2.0,2.86,32,1,455960,36986,0.0996,6,46,0.1384,0.2089,3.9,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004133,BORR_004133,1096724,11.7,60,872154,376140,3.75,1.93,576,151268,2020-06-12,0,2.0,5.0,14,1,883815,72684,-0.2162,25,72,0.1626,-0.148,5.2,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_004134,BORR_004134,137830,13.11,120,5751373,12734,0.68,2.17,689,61000,2023-11-14,1,2.0,4.8,46,31,5805126,523394,-0.284,216,32,-0.2966,-0.1904,4.3,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_004135,BORR_004135,90910,12.71,36,5095057,338274,3.13,3.23,705,24396,2023-12-12,0,2.0,5.0,9,9,4848580,373153,0.0578,1,26,-0.0366,0.0896,5.6,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_004136,BORR_004136,149659,13.71,84,5370812,157683,1.12,0.81,704,45046,2022-03-30,1,2.0,5.0,37,123,5493684,423980,0.0463,156,108,-0.0763,-0.3329,4.8,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_004137,BORR_004137,270205,14.64,120,4058857,291381,2.13,1.9,750,28923,2020-03-24,1,2.0,5.0,7,90,3987230,273863,-0.1035,117,50,0.1792,0.2605,5.5,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_004138,BORR_004138,619678,8.83,24,11958132,345049,3.84,1.93,529,30073,2024-02-19,0,2.0,5.0,51,6,12155508,1088655,-0.0661,12,27,0.117,-0.3538,6.2,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004139,BORR_004139,163790,14.45,48,1542487,1045899,2.53,3.19,551,389015,2020-01-31,0,0.42,5.0,14,17,1551214,132774,-0.2555,10,56,0.0105,0.057,3.7,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_004140,BORR_004140,411814,11.96,12,2963954,184129,2.33,1.33,525,18874,2023-12-12,0,2.0,4.79,19,0,2917340,228469,0.2266,6,81,0.0843,-0.0179,4.7,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_004141,BORR_004141,1900332,4.78,48,456838,50708,0.72,0.98,684,10494,2023-01-15,1,2.0,1.08,54,164,440144,39689,0.0614,247,90,0.0385,-0.3879,7.1,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_004142,BORR_004142,288359,11.5,48,1590504,1655450,1.47,1.83,572,880710,2021-03-01,0,0.33,5.0,17,29,1525996,129066,0.1013,2,15,0.0558,0.1196,4.8,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004143,BORR_004143,259751,11.55,24,1668013,250810,0.51,2.45,615,50866,2023-12-26,0,2.0,5.0,45,17,1723310,141842,0.0148,5,86,0.0474,-0.0017,4.2,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004144,BORR_004144,16674,13.96,60,3098361,482846,3.56,3.12,707,325753,2024-05-10,0,0.05,5.0,22,5,3227995,270218,0.2134,4,55,-0.1723,-0.1929,3.4,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004145,BORR_004145,3146,8.1,12,568047,95130,2.76,1.53,718,468054,2020-09-30,0,0.01,5.0,53,2,576555,50666,-0.0988,0,34,-0.3057,-0.2847,7.8,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_004146,BORR_004146,291432,10.43,60,183833,94002,0.91,1.48,464,78780,2023-11-22,0,2.0,5.0,34,17,176542,15653,0.0292,0,27,0.0566,-0.1643,2.7,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_004147,BORR_004147,141176,4.13,12,599028,188357,1.77,1.68,654,224364,2023-10-15,1,0.63,5.0,8,117,593159,45257,-0.122,244,31,0.1766,-0.1444,3.3,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_004148,BORR_004148,75193,7.65,60,4300210,327477,3.34,1.12,607,31186,2021-09-25,0,2.0,5.0,40,7,4398658,313879,-0.2708,22,66,-0.0518,0.1134,7.5,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_004149,BORR_004149,234519,4.68,12,932213,232198,0.99,3.44,669,13089,2022-09-07,0,2.0,5.0,41,28,958298,68889,0.1095,2,15,0.0392,0.0333,1.4,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_004150,BORR_004150,148656,9.74,36,2112301,44585,1.31,2.26,656,90815,2023-05-29,0,1.64,5.0,48,5,2031657,178744,-0.2478,24,78,0.0028,-0.0222,4.6,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_004151,BORR_004151,883521,12.99,60,586381,1174286,2.39,1.54,634,1029553,2021-05-14,0,0.86,5.0,35,9,557063,53345,-0.0142,18,82,0.1453,-0.0321,3.3,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_004152,BORR_004152,185195,6.27,36,4192582,34499,1.01,1.78,784,5511,2020-07-15,0,2.0,5.0,10,2,4281522,343877,0.1717,9,73,0.0203,0.1801,6.0,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_004153,BORR_004153,53083,9.8,48,1059245,249682,1.84,3.14,678,152141,2021-11-28,0,0.35,5.0,57,11,1044055,75503,0.132,19,48,-0.0796,-0.0686,6.7,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_004154,BORR_004154,718735,6.24,84,1041556,168082,3.94,2.62,604,33425,2024-01-29,0,2.0,5.0,10,16,1015983,93355,-0.0797,10,67,0.1288,0.0915,3.4,1,0,0,0,0,0,0,0,0,1,0,0
